,year,rating,review,roberta_neg,roberta_neu,roberta_pos
12148,2014,4,"Fantastic app, if you enjoy searching for cheap flights. Favourite tool is the facility to search for outbound flights anywhere over the next year and the app will tell you the cheapest places to fly.",,,
12149,2014,5,For when you know where you want to go but have flexible dates this app is amazing. If you are trying to find a flight like tomorrow or that week you should expect a higher price but this app will help you find the best price imo. But if you see a price you like one day jump on it cause prices change daily. I've been watching prices for a future trip that have been dropping daily.,,,
12150,2014,5,Best-in-class UI with tabs for different searches. Usually provides the cheapest flights. Price is consistent with booking websites. Covers many airlines and locations.,,,
12151,2015,5,"This allows you to put your travelling dreams together. Can't see anything bothering about it, so solid 5 star rating. Thanks, Skyscanner!",,,
12152,2014,2,It's great to find the somewhat cheapest flight. When I go to the chart section I see prices that are significantly lower than they are after selecting them. The numbers do not add up.,,,
12153,2014,5,Saved me so much when I had to book a quick trip. Only app that come up with the goods to save my back pocket. Thank you.,,,
12154,2014,3,A lot of the time they show a price and once you click onto it to book...  The price goes up...  Also how can you have a setting for baggage?? I can't book a flight AND a bag...  I always get screwed at the airport by owing more money for checking a bag...,,,
12155,2014,5,"I traveled around Vietnam using Skyscanner without planning anything before. Good prices,no surprises. Buying the tickets directly from each flight company, without any extra fee. Possibility to compare prices across months. All you wish from flight app and more!!",,,
12156,2015,4,"(1) information about existence of direct flight is often inaccurate and (2) I prefer the data visualization chosen by Experia for flight vs. transfer durations. Except from this, the app is a killer, very usable and providing very cheap fares ~",,,
12157,2014,2,Its a great website and the app does it's thing but why does the app need access to all my media including my pics videos and sd card? Somehow toesn't sound legit(?),,,
12158,2014,3,"I have used skyscanner a dozen time but every time I want to check multi city flights I have to use a different app. Also, sometimes certain retailers will display lower price until you go to their sites and the price increases to almost double.",,,
12159,2015,5,"Everything about this app is flawless. It has helped me find the best price in every flight, and works perfectly. Thank you.",,,
12160,2014,5,Perfect app. I bought great deals through out of the year. Nice option to customize your dates and fares.I liked it.,,,
12161,2014,4,I like the app.  But I had an issue setting up a specific flight.  The app thinks that the Sacramento international airport  and the Stockton airport are in the same city.  Kayak doesn't have this issue.,,,
12162,2014,5,Nothing to report negative I have compared price quotes with 3 or more apps. Anyhow this is the best choice getting lowest prices nice fast search results keep it up and expecting more updates,,,
12163,2014,5,Consistently got the cheapest air fare...... Nice app.  Would be nice to have the option of checking flights with multiple destinations.,,,
12164,2015,2,This was my favorite app but now it won't work. It says select another airport but I've flown twice from Atlantic City NJ to Orlando fl booking with this app.,,,
12165,2014,5,"Great app, very usefull. There is one little thing though, i would prefer a via-search option.",,,
12166,2014,3,"Perhaps its useful for some research, but at least half the prices are way off. It seems like the price database is only updated once a week while airlines change prices multiple times a day.",,,
12167,2015,4,"Since I always cross check prices on other apps/sites, I'd say I get full use out of skyscanner. I love using it to scour cheap tickets.",,,
12168,2014,4,Fantastic service and it often beats competitors like Kayak on finding lower prices. To reach 5 star for me it needs to include multi-city flights.,,,
12169,2014,5,Love this app! So easy to find great deals on flights. I use it all the time.,,,
12170,2014,5,Seqrched and Booked many flights through this app with no problem. Thanks guys. Keep it up.,,,
12171,2014,4,Great app. easy to use upto date and cheap enough. Thanks developer,,,
12172,2014,4,Very good app... The only problem is that sometime the price found is not the exact one from the air company but still good :) I would advice it!,,,
12173,2014,1,Really poor and overly simplistic app. Can't reset to start a new search with return flight. Full site much better,,,
12174,2014,5,Its really cool app and works well with me I can get cheap and best fare with the help on my android.,,,
12175,2014,4,I like it for finding average price and flights...  There's usually cheeper flights on priceline or some sight like that.   Great app though,,,
12176,2014,4,Great app for quick info on all flights for any destination. .. rarely do they miss! I use it often.,,,
12177,2014,1,Prices get more expensive (15-20%) once I submit the flights... even if I repeat the process several times.,,,
